full_text,casefolding,clean_text,tokenized,no_stopwords,stemmed,final_text
Perbaikan berkelanjutan MBG bawa manfaat buat semua bukan cuma anak sekolah tapi juga ribuan pekerja dapur SPPG #MBGJalanTerus https://t.co/X6DHlljl1g,perbaikan berkelanjutan mbg bawa manfaat buat semua bukan cuma anak sekolah tapi juga ribuan pekerja dapur sppg #mbgjalanterus https://t.co/x6dhlljl1g,perbaikan berkelanjutan mbg bawa manfaat buat semua bukan cuma anak sekolah tapi juga ribuan pekerja dapur sppg,"['perbaikan', 'berkelanjutan', 'mbg', 'bawa', 'manfaat', 'buat', 'semua', 'bukan', 'cuma', 'anak', 'sekolah', 'tapi', 'juga', 'ribuan', 'pekerja', 'dapur', 'sppg']","['perbaikan', 'berkelanjutan', 'mbg', 'bawa', 'manfaat', 'anak', 'sekolah', 'ribuan', 'pekerja', 'dapur', 'sppg']","['baik', 'lanjut', 'mbg', 'bawa', 'manfaat', 'anak', 'sekolah', 'ribu', 'kerja', 'dapur', 'sppg']",baik lanjut mbg bawa manfaat anak sekolah ribu kerja dapur sppg
@UnSlamet8 Kabupaten Bandung Barat sering terjadi kasus keracunan MBG dengan korban ratusan sampe ribuan siswa... ,@unslamet8 kabupaten bandung barat sering terjadi kasus keracunan mbg dengan korban ratusan sampe ribuan siswa... ,kabupaten bandung barat sering terjadi kasus keracunan mbg dengan korban ratusan sampe ribuan siswa,"['kabupaten', 'bandung', 'barat', 'sering', 'terjadi', 'kasus', 'keracunan', 'mbg', 'dengan', 'korban', 'ratusan', 'sampe', 'ribuan', 'siswa']","['kabupaten', 'bandung', 'barat', 'keracunan', 'mbg', 'korban', 'ratusan', 'sampe', 'ribuan', 'siswa']","['kabupaten', 'bandung', 'barat', 'racun', 'mbg', 'korban', 'ratus', 'sampe', 'ribu', 'siswa']",kabupaten bandung barat racun mbg korban ratus sampe ribu siswa
Masa iya sih pak? Di warteg aja udah nggak dapet :( https://t.co/2LITb9UALg,masa iya sih pak? di warteg aja udah nggak dapet :( https://t.co/2litb9ualg,masa iya sih pak di warteg aja udah nggak dapet,"['masa', 'iya', 'sih', 'pak', 'di', 'warteg', 'aja', 'udah', 'nggak', 'dapet']","['iya', 'sih', 'warteg', 'aja', 'udah', 'nggak', 'dapet']","['iya', 'sih', 'warteg', 'aja', 'udah', 'nggak', 'dapet']",iya sih warteg aja udah nggak dapet
Polresta Bandara Soetta Polda Metro Jaya memastikan dapur SPPG Rawa Burung I untuk pemenuhan program MBG. https://t.co/nloqrTg6RP,polresta bandara soetta polda metro jaya memastikan dapur sppg rawa burung i untuk pemenuhan program mbg. https://t.co/nloqrtg6rp,polresta bandara soetta polda metro jaya memastikan dapur sppg rawa burung i untuk pemenuhan program mbg,"['polresta', 'bandara', 'soetta', 'polda', 'metro', 'jaya', 'memastikan', 'dapur', 'sppg', 'rawa', 'burung', 'i', 'untuk', 'pemenuhan', 'program', 'mbg']","['polresta', 'bandara', 'soetta', 'polda', 'metro', 'jaya', 'dapur', 'sppg', 'rawa', 'burung', 'i', 'pemenuhan', 'program', 'mbg']","['polresta', 'bandara', 'soetta', 'polda', 'metro', 'jaya', 'dapur', 'sppg', 'rawa', 'burung', 'i', 'penuh', 'program', 'mbg']",polresta bandara soetta polda metro jaya dapur sppg rawa burung i penuh program mbg
Pembagian mbg https://t.co/ns8kTAXbMI,pembagian mbg https://t.co/ns8ktaxbmi,pembagian mbg,"['pembagian', 'mbg']","['pembagian', 'mbg']","['bagi', 'mbg']",bagi mbg
Sekda Kabupaten Kukar Sunggono mendampingi Anggota DPD-MPR RI Adji Mawarni dalam kunjungan ke Dapur MBG di Jalan Mayjend Panjaitan Kelurahan Panji Kecamatan Tenggarong pada Selasa 14 Oktober 2025. Selengkapnya kunjungi https://t.co/55AEXCR0qd #MBG #Kukar #DapurSehat #Gizi https://t.co/GofwqDX4yB,sekda kabupaten kukar sunggono mendampingi anggota dpd-mpr ri adji mawarni dalam kunjungan ke dapur mbg di jalan mayjend panjaitan kelurahan panji kecamatan tenggarong pada selasa 14 oktober 2025. selengkapnya kunjungi https://t.co/55aexcr0qd #mbg #kukar #dapursehat #gizi https://t.co/gofwqdx4yb,sekda kabupaten kukar sunggono mendampingi anggota dpdmpr ri adji mawarni dalam kunjungan ke dapur mbg di jalan mayjend panjaitan kelurahan panji kecamatan tenggarong pada selasa oktober selengkapnya kunjungi,"['sekda', 'kabupaten', 'kukar', 'sunggono', 'mendampingi', 'anggota', 'dpdmpr', 'ri', 'adji', 'mawarni', 'dalam', 'kunjungan', 'ke', 'dapur', 'mbg', 'di', 'jalan', 'mayjend', 'panjaitan', 'kelurahan', 'panji', 'kecamatan', 'tenggarong', 'pada', 'selasa', 'oktober', 'selengkapnya', 'kunjungi']","['sekda', 'kabupaten', 'kukar', 'sunggono', 'mendampingi', 'anggota', 'dpdmpr', 'ri', 'adji', 'mawarni', 'kunjungan', 'dapur', 'mbg', 'jalan', 'mayjend', 'panjaitan', 'kelurahan', 'panji', 'kecamatan', 'tenggarong', 'selasa', 'oktober', 'selengkapnya', 'kunjungi']","['sekda', 'kabupaten', 'kukar', 'sunggono', 'damping', 'anggota', 'dpdmpr', 'ri', 'adji', 'mawarni', 'kunjung', 'dapur', 'mbg', 'jalan', 'mayjend', 'panjaitan', 'lurah', 'panji', 'camat', 'tenggarong', 'selasa', 'oktober', 'lengkap', 'kunjung']",sekda kabupaten kukar sunggono damping anggota dpdmpr ri adji mawarni kunjung dapur mbg jalan mayjend panjaitan lurah panji camat tenggarong selasa oktober lengkap kunjung
Puluhan siswa SMP Negeri 1 Cisarua keracunan setelah mengonsumsi makan bergizi gratis di Bandung Barat. BGN akan lakukan evaluasi dan pelatihan berikut. https://t.co/scsDxYsAXi,puluhan siswa smp negeri 1 cisarua keracunan setelah mengonsumsi makan bergizi gratis di bandung barat. bgn akan lakukan evaluasi dan pelatihan berikut. https://t.co/scsdxysaxi,puluhan siswa smp negeri cisarua keracunan setelah mengonsumsi makan bergizi gratis di bandung barat bgn akan lakukan evaluasi dan pelatihan berikut,"['puluhan', 'siswa', 'smp', 'negeri', 'cisarua', 'keracunan', 'setelah', 'mengonsumsi', 'makan', 'bergizi', 'gratis', 'di', 'bandung', 'barat', 'bgn', 'akan', 'lakukan', 'evaluasi', 'dan', 'pelatihan', 'berikut']","['puluhan', 'siswa', 'smp', 'negeri', 'cisarua', 'keracunan', 'mengonsumsi', 'makan', 'bergizi', 'gratis', 'bandung', 'barat', 'bgn', 'lakukan', 'evaluasi', 'pelatihan']","['puluh', 'siswa', 'smp', 'negeri', 'cisarua', 'racun', 'konsumsi', 'makan', 'gizi', 'gratis', 'bandung', 'barat', 'bgn', 'laku', 'evaluasi', 'latih']",puluh siswa smp negeri cisarua racun konsumsi makan gizi gratis bandung barat bgn laku evaluasi latih
INFO MBG UNTUK KANTORAN LUUURRR LEK OMBENE NGENE IKI,info mbg untuk kantoran luuurrr lek ombene ngene iki,info mbg untuk kantoran luuurrr lek ombene ngene iki,"['info', 'mbg', 'untuk', 'kantoran', 'luuurrr', 'lek', 'ombene', 'ngene', 'iki']","['info', 'mbg', 'kantoran', 'luuurrr', 'lek', 'ombene', 'ngene', 'iki']","['info', 'mbg', 'kantor', 'luuurrr', 'lek', 'ombene', 'ngene', 'iki']",info mbg kantor luuurrr lek ombene ngene iki
MBG yang kumau ‍↔️ https://t.co/EpIK828yMr,mbg yang kumau ‍↔️ https://t.co/epik828ymr,mbg yang kumau,"['mbg', 'yang', 'kumau']","['mbg', 'kumau']","['mbg', 'mau']",mbg mau
Hentikan program MBG sampai ada evaluasi menyeluruh dan persiapan yang matang. Korban keracunan terus bertambah bahkan kini ada ibu hamil. Program yang menyangkut nyawa tak bisa dinilai dari angka statistik tapi dari zero accident dan manfaat nyata bagi masyarakat.,hentikan program mbg sampai ada evaluasi menyeluruh dan persiapan yang matang. korban keracunan terus bertambah bahkan kini ada ibu hamil. program yang menyangkut nyawa tak bisa dinilai dari angka statistik tapi dari zero accident dan manfaat nyata bagi masyarakat.,hentikan program mbg sampai ada evaluasi menyeluruh dan persiapan yang matang korban keracunan terus bertambah bahkan kini ada ibu hamil program yang menyangkut nyawa tak bisa dinilai dari angka statistik tapi dari zero accident dan manfaat nyata bagi masyarakat,"['hentikan', 'program', 'mbg', 'sampai', 'ada', 'evaluasi', 'menyeluruh', 'dan', 'persiapan', 'yang', 'matang', 'korban', 'keracunan', 'terus', 'bertambah', 'bahkan', 'kini', 'ada', 'ibu', 'hamil', 'program', 'yang', 'menyangkut', 'nyawa', 'tak', 'bisa', 'dinilai', 'dari', 'angka', 'statistik', 'tapi', 'dari', 'zero', 'accident', 'dan', 'manfaat', 'nyata', 'bagi', 'masyarakat']","['hentikan', 'program', 'mbg', 'evaluasi', 'persiapan', 'matang', 'korban', 'keracunan', 'bertambah', 'hamil', 'program', 'nyawa', 'dinilai', 'angka', 'statistik', 'zero', 'accident', 'manfaat', 'nyata', 'masyarakat']","['henti', 'program', 'mbg', 'evaluasi', 'siap', 'matang', 'korban', 'racun', 'tambah', 'hamil', 'program', 'nyawa', 'nilai', 'angka', 'statistik', 'zero', 'accident', 'manfaat', 'nyata', 'masyarakat']",henti program mbg evaluasi siap matang korban racun tambah hamil program nyawa nilai angka statistik zero accident manfaat nyata masyarakat
@NayDonuts Nah bukti lagi nih bahwa MBG membuka peluang pekerjaan,@naydonuts nah bukti lagi nih bahwa mbg membuka peluang pekerjaan,nah bukti lagi nih bahwa mbg membuka peluang pekerjaan,"['nah', 'bukti', 'lagi', 'nih', 'bahwa', 'mbg', 'membuka', 'peluang', 'pekerjaan']","['bukti', 'nih', 'mbg', 'membuka', 'peluang', 'pekerjaan']","['bukti', 'nih', 'mbg', 'buka', 'peluang', 'kerja']",bukti nih mbg buka peluang kerja
MBG bukan sekadar program makan siang tapi juga investasi jangka panjang untuk kualitas SDM Indonesia. Dengan gizi yg baik anak-anak akan tumbuh menjadi generasi unggul. Dukung keputusan Presiden Prabowo yg siapkan aturan khusus progam MBG https://t.co/kZXRmKgE0t,mbg bukan sekadar program makan siang tapi juga investasi jangka panjang untuk kualitas sdm indonesia. dengan gizi yg baik anak-anak akan tumbuh menjadi generasi unggul. dukung keputusan presiden prabowo yg siapkan aturan khusus progam mbg https://t.co/kzxrmkge0t,mbg bukan sekadar program makan siang tapi juga investasi jangka panjang untuk kualitas sdm indonesia dengan gizi yg baik anakanak akan tumbuh menjadi generasi unggul dukung keputusan presiden prabowo yg siapkan aturan khusus progam mbg,"['mbg', 'bukan', 'sekadar', 'program', 'makan', 'siang', 'tapi', 'juga', 'investasi', 'jangka', 'panjang', 'untuk', 'kualitas', 'sdm', 'indonesia', 'dengan', 'gizi', 'yg', 'baik', 'anakanak', 'akan', 'tumbuh', 'menjadi', 'generasi', 'unggul', 'dukung', 'keputusan', 'presiden', 'prabowo', 'yg', 'siapkan', 'aturan', 'khusus', 'progam', 'mbg']","['mbg', 'program', 'makan', 'siang', 'investasi', 'jangka', 'kualitas', 'sdm', 'indonesia', 'gizi', 'yg', 'anakanak', 'tumbuh', 'generasi', 'unggul', 'dukung', 'keputusan', 'presiden', 'prabowo', 'yg', 'siapkan', 'aturan', 'khusus', 'progam', 'mbg']","['mbg', 'program', 'makan', 'siang', 'investasi', 'jangka', 'kualitas', 'sdm', 'indonesia', 'gizi', 'yg', 'anakanak', 'tumbuh', 'generasi', 'unggul', 'dukung', 'putus', 'presiden', 'prabowo', 'yg', 'siap', 'atur', 'khusus', 'progam', 'mbg']",mbg program makan siang investasi jangka kualitas sdm indonesia gizi yg anakanak tumbuh generasi unggul dukung putus presiden prabowo yg siap atur khusus progam mbg
Gak sekalian aja minta rokok sebatang dimasukkan dalam menu MBG gak nih..?? Gubernur dan Wagub Banten emang ngehek..,gak sekalian aja minta rokok sebatang dimasukkan dalam menu mbg gak nih..?? gubernur dan wagub banten emang ngehek..,gak sekalian aja minta rokok sebatang dimasukkan dalam menu mbg gak nih gubernur dan wagub banten emang ngehek,"['gak', 'sekalian', 'aja', 'minta', 'rokok', 'sebatang', 'dimasukkan', 'dalam', 'menu', 'mbg', 'gak', 'nih', 'gubernur', 'dan', 'wagub', 'banten', 'emang', 'ngehek']","['gak', 'aja', 'rokok', 'sebatang', 'dimasukkan', 'menu', 'mbg', 'gak', 'nih', 'gubernur', 'wagub', 'banten', 'emang', 'ngehek']","['gak', 'aja', 'rokok', 'batang', 'masuk', 'menu', 'mbg', 'gak', 'nih', 'gubernur', 'wagub', 'banten', 'emang', 'ngehek']",gak aja rokok batang masuk menu mbg gak nih gubernur wagub banten emang ngehek
@akoehendra @Shanks_ETH @starlabs557 @salam4jari Gw tanya ame lu..memang tuh suplyer besar blnja dari mana dari thailand..ketika sblum ad mbg splyer hnya bisa 100brang krna ada mbg jadi 300brang..itu akan terus berantai sampai tingkat bawah..itu artinya ad impak pergerakan mau sekecil apapun di bawah..gitu aj lu gapahm,@akoehendra @shanks_eth @starlabs557 @salam4jari gw tanya ame lu..memang tuh suplyer besar blnja dari mana dari thailand..ketika sblum ad mbg splyer hnya bisa 100brang krna ada mbg jadi 300brang..itu akan terus berantai sampai tingkat bawah..itu artinya ad impak pergerakan mau sekecil apapun di bawah..gitu aj lu gapahm,gw tanya ame lumemang tuh suplyer besar blnja dari mana dari thailandketika sblum ad mbg splyer hnya bisa brang krna ada mbg jadi brangitu akan terus berantai sampai tingkat bawahitu artinya ad impak pergerakan mau sekecil apapun di bawahgitu aj lu gapahm,"['gw', 'tanya', 'ame', 'lumemang', 'tuh', 'suplyer', 'besar', 'blnja', 'dari', 'mana', 'dari', 'thailandketika', 'sblum', 'ad', 'mbg', 'splyer', 'hnya', 'bisa', 'brang', 'krna', 'ada', 'mbg', 'jadi', 'brangitu', 'akan', 'terus', 'berantai', 'sampai', 'tingkat', 'bawahitu', 'artinya', 'ad', 'impak', 'pergerakan', 'mau', 'sekecil', 'apapun', 'di', 'bawahgitu', 'aj', 'lu', 'gapahm']","['gw', 'ame', 'lumemang', 'tuh', 'suplyer', 'blnja', 'thailandketika', 'sblum', 'ad', 'mbg', 'splyer', 'hnya', 'brang', 'krna', 'mbg', 'brangitu', 'berantai', 'tingkat', 'bawahitu', 'ad', 'impak', 'pergerakan', 'apapun', 'bawahgitu', 'aj', 'lu', 'gapahm']","['gw', 'ame', 'lumemang', 'tuh', 'suplyer', 'blnja', 'thailandketika', 'sblum', 'ad', 'mbg', 'splyer', 'hnya', 'brang', 'krna', 'mbg', 'brangitu', 'beranta', 'tingkat', 'bawahitu', 'ad', 'impak', 'gera', 'apa', 'bawahgitu', 'aj', 'lu', 'gapahm']",gw ame lumemang tuh suplyer blnja thailandketika sblum ad mbg splyer hnya brang krna mbg brangitu beranta tingkat bawahitu ad impak gera apa bawahgitu aj lu gapahm
Program Makan Bergizi Gratis (MBG) bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya. #MBGBermanfaat #GenerasiSehatCerdas #ProgramBaikUntukAnakBangsa https://t.co/RD3UVRcDSr,program makan bergizi gratis (mbg) bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya. #mbgbermanfaat #generasisehatcerdas #programbaikuntukanakbangsa https://t.co/rd3uvrcdsr,program makan bergizi gratis mbg bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'bukan', 'sekadar', 'makanan', 'tapi', 'investasi', 'untuk', 'generasi', 'yang', 'lebih', 'sehat', 'cerdas', 'dan', 'berdaya']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'makanan', 'investasi', 'generasi', 'sehat', 'cerdas', 'berdaya']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'makan', 'investasi', 'generasi', 'sehat', 'cerdas', 'daya']",program makan gizi gratis mbg makan investasi generasi sehat cerdas daya
mbg 10 ribu dapat telur nasi ayam tuh ngitung pake harga apaan sih org beli opor di warteg aja 11 rebu njir. ayamnya doang kaga pake nasi,mbg 10 ribu dapat telur nasi ayam tuh ngitung pake harga apaan sih org beli opor di warteg aja 11 rebu njir. ayamnya doang kaga pake nasi,mbg ribu dapat telur nasi ayam tuh ngitung pake harga apaan sih org beli opor di warteg aja rebu njir ayamnya doang kaga pake nasi,"['mbg', 'ribu', 'dapat', 'telur', 'nasi', 'ayam', 'tuh', 'ngitung', 'pake', 'harga', 'apaan', 'sih', 'org', 'beli', 'opor', 'di', 'warteg', 'aja', 'rebu', 'njir', 'ayamnya', 'doang', 'kaga', 'pake', 'nasi']","['mbg', 'ribu', 'telur', 'nasi', 'ayam', 'tuh', 'ngitung', 'pake', 'harga', 'sih', 'org', 'beli', 'opor', 'warteg', 'aja', 'rebu', 'njir', 'ayamnya', 'doang', 'kaga', 'pake', 'nasi']","['mbg', 'ribu', 'telur', 'nasi', 'ayam', 'tuh', 'ngitung', 'pake', 'harga', 'sih', 'org', 'beli', 'opor', 'warteg', 'aja', 'rebu', 'njir', 'ayam', 'doang', 'kaga', 'pake', 'nasi']",mbg ribu telur nasi ayam tuh ngitung pake harga sih org beli opor warteg aja rebu njir ayam doang kaga pake nasi
Program Makan Bergizi Gratis (MBG) bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya. #MBGBermanfaat #GenerasiSehatCerdas #ProgramBaikUntukAnakBangsa https://t.co/WadM8naRy4,program makan bergizi gratis (mbg) bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya. #mbgbermanfaat #generasisehatcerdas #programbaikuntukanakbangsa https://t.co/wadm8nary4,program makan bergizi gratis mbg bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'bukan', 'sekadar', 'makanan', 'tapi', 'investasi', 'untuk', 'generasi', 'yang', 'lebih', 'sehat', 'cerdas', 'dan', 'berdaya']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'makanan', 'investasi', 'generasi', 'sehat', 'cerdas', 'berdaya']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'makan', 'investasi', 'generasi', 'sehat', 'cerdas', 'daya']",program makan gizi gratis mbg makan investasi generasi sehat cerdas daya
Serapan Rendah BGN Kembalikan Anggaran MBG Rp70 Triliun ke Presiden Prabowo Baca selengkapnya di sini: https://t.co/W7siyVUMV4,serapan rendah bgn kembalikan anggaran mbg rp70 triliun ke presiden prabowo baca selengkapnya di sini: https://t.co/w7siyvumv4,serapan rendah bgn kembalikan anggaran mbg rp triliun ke presiden prabowo baca selengkapnya di sini,"['serapan', 'rendah', 'bgn', 'kembalikan', 'anggaran', 'mbg', 'rp', 'triliun', 'ke', 'presiden', 'prabowo', 'baca', 'selengkapnya', 'di', 'sini']","['serapan', 'rendah', 'bgn', 'kembalikan', 'anggaran', 'mbg', 'rp', 'triliun', 'presiden', 'prabowo', 'baca', 'selengkapnya']","['serap', 'rendah', 'bgn', 'kembali', 'anggar', 'mbg', 'rp', 'triliun', 'presiden', 'prabowo', 'baca', 'lengkap']",serap rendah bgn kembali anggar mbg rp triliun presiden prabowo baca lengkap
Program Makan Bergizi Gratis (MBG) bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya. #MBGBermanfaat #GenerasiSehatCerdas #ProgramBaikUntukAnakBangsa https://t.co/Gvr3g30jMM,program makan bergizi gratis (mbg) bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya. #mbgbermanfaat #generasisehatcerdas #programbaikuntukanakbangsa https://t.co/gvr3g30jmm,program makan bergizi gratis mbg bukan sekadar makanan tapi investasi untuk generasi yang lebih sehat cerdas dan berdaya,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'bukan', 'sekadar', 'makanan', 'tapi', 'investasi', 'untuk', 'generasi', 'yang', 'lebih', 'sehat', 'cerdas', 'dan', 'berdaya']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'makanan', 'investasi', 'generasi', 'sehat', 'cerdas', 'berdaya']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'makan', 'investasi', 'generasi', 'sehat', 'cerdas', 'daya']",program makan gizi gratis mbg makan investasi generasi sehat cerdas daya
@kompascom MBG itu hak.bukan kewajiban,@kompascom mbg itu hak.bukan kewajiban,mbg itu hakbukan kewajiban,"['mbg', 'itu', 'hakbukan', 'kewajiban']","['mbg', 'hakbukan', 'kewajiban']","['mbg', 'hakbukan', 'wajib']",mbg hakbukan wajib
Masaya tamdi seorang idol (aku) disuruh bawa lima++ mbg trus diangkat pake tongkat BEMRAT BAMGET yg angkat cuma aku temen cwe aku sama tmen cowo aku yg kecil SUMPAH MBG NYA BERAT SOALNY PADA NGK DIMAKAN,masaya tamdi seorang idol (aku) disuruh bawa lima++ mbg trus diangkat pake tongkat bemrat bamget yg angkat cuma aku temen cwe aku sama tmen cowo aku yg kecil sumpah mbg nya berat soalny pada ngk dimakan,masaya tamdi seorang idol aku disuruh bawa lima mbg trus diangkat pake tongkat bemrat bamget yg angkat cuma aku temen cwe aku sama tmen cowo aku yg kecil sumpah mbg nya berat soalny pada ngk dimakan,"['masaya', 'tamdi', 'seorang', 'idol', 'aku', 'disuruh', 'bawa', 'lima', 'mbg', 'trus', 'diangkat', 'pake', 'tongkat', 'bemrat', 'bamget', 'yg', 'angkat', 'cuma', 'aku', 'temen', 'cwe', 'aku', 'sama', 'tmen', 'cowo', 'aku', 'yg', 'kecil', 'sumpah', 'mbg', 'nya', 'berat', 'soalny', 'pada', 'ngk', 'dimakan']","['masaya', 'tamdi', 'idol', 'disuruh', 'bawa', 'mbg', 'trus', 'diangkat', 'pake', 'tongkat', 'bemrat', 'bamget', 'yg', 'angkat', 'temen', 'cwe', 'tmen', 'cowo', 'yg', 'sumpah', 'mbg', 'nya', 'berat', 'soalny', 'ngk', 'dimakan']","['masaya', 'tamdi', 'idol', 'suruh', 'bawa', 'mbg', 'trus', 'angkat', 'pake', 'tongkat', 'bemrat', 'bamget', 'yg', 'angkat', 'temen', 'cwe', 'tmen', 'cowo', 'yg', 'sumpah', 'mbg', 'nya', 'berat', 'soalny', 'ngk', 'makan']",masaya tamdi idol suruh bawa mbg trus angkat pake tongkat bemrat bamget yg angkat temen cwe tmen cowo yg sumpah mbg nya berat soalny ngk makan
Jangan takut untuk melaporkan bila melihat program MBG tak berjalan semestinya https://t.co/JwtnfGFXgZ,jangan takut untuk melaporkan bila melihat program mbg tak berjalan semestinya https://t.co/jwtnfgfxgz,jangan takut untuk melaporkan bila melihat program mbg tak berjalan semestinya,"['jangan', 'takut', 'untuk', 'melaporkan', 'bila', 'melihat', 'program', 'mbg', 'tak', 'berjalan', 'semestinya']","['takut', 'melaporkan', 'program', 'mbg', 'berjalan', 'semestinya']","['takut', 'lapor', 'program', 'mbg', 'jalan', 'mesti']",takut lapor program mbg jalan mesti
